HEADER
VTF File Version,1.1
VTF File Type,0
PID,2081276
Generated on,2026-06-29 22:49:25
Resolution,ms
Min Resolution,ns
Trace Version,1.1
TraceID,2081279

STRUCTURE
Group_Start,User and Internal Events
Dynamic_Row,1,General,User Events from APIs and Internally Generated Events
Group_End,User and Internal Events

MAPPING
493,0:13:94901620723680
2852,0:13:94901620760528
961,0:13:94901620829056
686,0:13:94901621157856
1784,0:13:94901621198816
2170,0:13:94901621818592
667,0:13:94901622001632
840,0:13:94901622009184
439,0:13:94901622054880
2936,0:13:94901622091728
1910,0:13:94901622172848
3708,0:13:94901622173648
964,0:13:94901622195856
2490,0:13:94901622206416
2565,0:13:94901622247376
966,0:13:94901622332192
2645,0:13:94901622464464
4894,0:13:94901622468560
967,0:13:94901622511104
969,0:13:94901622573344
1949,0:13:94901622582784
972,0:13:94901622935296
1858,0:13:94901622960096
2789,0:13:94901623082960
561,0:13:94901623103456
394,0:13:94901623119840
902,0:13:94901623156704
1990,0:13:94901623157600
2202,0:13:94901623174208
906,0:13:94901623223216
903,0:13:94901623264448
899,0:13:94901623491456
2343,0:13:94901623650800
1907,0:13:94901623682704
2786,0:13:94901623795664
687,0:13:94901623814352
787,0:13:94901623836640
908,0:13:94901623860064
2290,0:13:94901623943136
894,0:13:94901624289728
892,0:13:94901624336352
694,0:13:94901624366832
3087,0:13:94901624475600
935,0:13:94901624704992
2154,0:13:94901624807392
839,0:13:94901624856544
378,0:13:94901624999904
3750,0:13:94901625159632
3200,0:13:94901625192400
3964,0:13:94901625302992
2269,0:13:94901625326256
277,0:13:94901625403568
271,0:13:94901625403680
602,0:13:94901625441984
4824,0:13:94901625478992
3841,0:13:94901625667536
898,0:13:94901625719936
537,0:13:94901625749472
748,0:13:94901625995168
650,0:13:94901626044384
909,0:13:94901626105824
3358,0:13:94901626134480
2376,0:13:94901626272576
3510,0:13:94901626277840
2166,0:13:94901626444528
389,0:13:94901626684496
910,0:13:94901626823760
695,0:13:94901626871248
916,0:13:94901626937312
913,0:13:94901627056096
1886,0:13:94901627132384
1885,0:13:94901627132448
911,0:13:94901627180928
2784,0:13:94901627305936
806,0:13:94901627623328
2344,0:13:94901627693536
2938,0:13:94901627797456
3228,0:13:94901627936720
588,0:13:94901628235744
968,0:13:94901628291392
632,0:13:94901628317536
3749,0:13:94901628518352
1974,0:13:94901628522016
3130,0:13:94901628553600
749,0:13:94901628786736
2838,0:13:94901628846032
653,0:13:94901628885008
577,0:13:94901629685728
1108,0:13:94901629751264
3144,0:13:94901629812688
3792,0:13:94901629947856
1861,0:13:94901629981920
2380,0:13:94901629992400
4015,0:13:94901630001104
3222,0:13:94901630037968
644,0:13:94901630065136
4145,0:13:94901630132176
2843,0:13:94901630189520
2652,0:13:94901630242768
2948,0:13:94901630562256
2409,0:13:94901630688608
1101,0:13:94901630738400
728,0:13:94901630742000
1865,0:13:94901630842000
2424,0:13:94901631043968
3089,0:13:94901631115216
548,0:13:94901631172576
1103,0:13:94901631184032
2865,0:13:94901631229904
2634,0:13:94901631311824
3757,0:13:94901631324112
1105,0:13:94901631492064
284,0:13:94901631594464
815,0:13:94901631601872
641,0:13:94901631717344
1106,0:13:94901631847936
1107,0:13:94901631956448
843,0:13:94901632150032
469,0:13:94901632208864
1113,0:13:94901632508928
4362,0:13:94901632651216
4742,0:13:94901632659408
2895,0:13:94901632864208
1786,0:13:94901632874304
857,0:13:94901632885904
2272,0:13:94901633076400
1109,0:13:94901633146848
1115,0:13:94901633199008
2572,0:13:94901633384400
645,0:13:94901633504912
2045,0:13:94901633589104
595,0:13:94901633777632
1110,0:13:94901633819648
2347,0:13:94901633826624
1112,0:13:94901633977536
1894,0:13:94901634070816
1114,0:13:94901634105312
3764,0:13:94901634129872
2139,0:13:94901634153344
2175,0:13:94901634404320
3891,0:13:94901634600912
2851,0:13:94901634654160
2297,0:13:94901634722896
2805,0:13:94901634846672
2142,0:13:94901635017376
2425,0:13:94901635068864
3688,0:13:94901635203024
757,0:13:94901635229120
