Iteration,HW_Latency_ms,HW_Write_ms,HW_Compute_ms,HW_Read_ms
4583,0.288321,0.053084,0.201377,0.03386
4584,0.34004,0.067963,0.23824,0.033837
4585,0.434368,0.081,0.291604,0.061764
4586,0.344628,0.070287,0.209334,0.065007
4587,0.460883,0.06606,0.329416,0.065407
4588,0.37895,0.084367,0.232433,0.06215
4589,0.292077,0.066393,0.181741,0.043943
4590,0.351987,0.068974,0.220973,0.06204
4591,0.339608,0.08576,0.218581,0.035267
4592,0.336799,0.091423,0.207046,0.03833
4593,0.30499,0.07823,0.18226,0.0445
4594,0.377316,0.066843,0.249563,0.06091
4595,0.274137,0.069464,0.157666,0.047007
4596,0.311132,0.083554,0.190011,0.037567
4597,0.73394,0.077003,0.593907,0.06303
4598,0.301286,0.066336,0.18905,0.0459
4599,0.323121,0.069397,0.208407,0.045317
4600,0.342543,0.04554,0.265667,0.031336
4601,0.263204,0.061647,0.171666,0.029891
4602,0.397119,0.050473,0.31515,0.031496
4603,0.308447,0.066277,0.19928,0.04289
4604,0.350597,0.069434,0.218253,0.06291
4605,0.314676,0.066133,0.20986,0.038683
4606,0.670247,0.06934,0.523457,0.07745
4607,0.302234,0.068344,0.19122,0.04267
4608,0.721,0.09,0.599427,0.031573
4609,0.316787,0.067137,0.21167,0.03798
4610,0.269498,0.069924,0.15112,0.048454
4611,0.938554,0.067873,0.790674,0.080007
4612,0.393939,0.072194,0.260531,0.061214
4613,0.4029,0.06916,0.27151,0.06223
4614,0.355346,0.07273,0.235163,0.047453
4615,0.300314,0.067297,0.190124,0.042893
4616,0.37229,0.069937,0.25413,0.048223
4617,0.35434,0.03951,0.28511,0.02972
4618,0.221377,0.050744,0.141883,0.02875
4619,0.422793,0.055573,0.30382,0.0634
4620,0.401849,0.072333,0.2852,0.044316
4621,0.286174,0.070467,0.186157,0.02955
4622,0.338623,0.086486,0.223694,0.028443
4623,0.31368,0.093367,0.187873,0.03244
4624,0.41888,0.04099,0.314987,0.062903
4625,0.351866,0.0711,0.219133,0.061633
4626,0.413896,0.067027,0.284796,0.062073
4627,0.339408,0.071397,0.204701,0.06331
4628,0.446276,0.095083,0.287773,0.06342
4629,0.434206,0.067537,0.303336,0.063333
4630,0.365651,0.071657,0.232877,0.061117
4631,0.395223,0.06686,0.286873,0.04149
4632,0.337804,0.08797,0.190907,0.058927
4633,0.312994,0.067044,0.206317,0.039633
4634,0.503513,0.087833,0.382074,0.033606
4635,0.398915,0.094771,0.275667,0.028477
4636,0.38361,0.089653,0.265893,0.028064
4637,0.303651,0.060211,0.17956,0.06388
4638,0.300667,0.069176,0.169294,0.062197
4639,0.323417,0.066057,0.21665,0.04071
4640,0.363371,0.070847,0.22913,0.063394
4641,0.48295,0.092957,0.350973,0.03902
4642,0.398651,0.06712,0.266384,0.065147
4643,0.39369,0.068624,0.26065,0.064416
4644,0.356544,0.06635,0.247894,0.0423
4645,1.2012,0.06893,1.07134,0.060933
4646,0.384308,0.073134,0.248057,0.063117
4647,0.454951,0.070984,0.32084,0.063127
4648,0.345074,0.066834,0.238824,0.039416
4649,0.360847,0.06898,0.228357,0.06351
4650,0.333168,0.070094,0.200527,0.062547
4651,0.444808,0.090821,0.318461,0.035526
4652,0.332629,0.068986,0.233706,0.029937
4653,0.36703,0.08857,0.247747,0.030713
4654,0.34096,0.067513,0.230097,0.04335
4655,0.261121,0.070467,0.143017,0.047637
4656,0.31041,0.06746,0.206597,0.036353
4657,0.376887,0.069237,0.244437,0.063213
4658,0.311533,0.06672,0.209293,0.03552
4659,0.32168,0.069936,0.189397,0.062347
4660,0.452077,0.067623,0.321764,0.06269
4661,0.448373,0.069824,0.316583,0.061966
4662,0.4641,0.08325,0.31853,0.06232
4663,0.322817,0.085354,0.174897,0.062566
4664,0.487263,0.067127,0.35797,0.062166
4665,0.306535,0.089091,0.188154,0.02929
4666,0.5694,0.10358,0.434053,0.031767
4667,0.322704,0.0681,0.219124,0.03548
4668,0.427027,0.087303,0.310457,0.029267
4669,0.3482,0.06141,0.255453,0.031337
4670,0.323264,0.088397,0.206297,0.02857
4671,0.327851,0.043224,0.222997,0.06163
4672,0.343497,0.07172,0.209904,0.061873
4673,0.320287,0.067664,0.210727,0.041896
4674,0.52202,0.06987,0.388964,0.063186
4675,0.402967,0.06685,0.274287,0.06183
4676,0.613671,0.096924,0.470517,0.04623
4677,0.348066,0.095116,0.189156,0.063794
4678,0.292334,0.067457,0.167017,0.05786
4679,0.300858,0.070301,0.185683,0.044874
4680,0.419856,0.06693,0.290696,0.06223
4681,0.378363,0.069333,0.228787,0.080243
4682,0.396798,0.08038,0.254984,0.061434
4683,0.402951,0.070397,0.287254,0.0453
4684,0.455047,0.069407,0.32332,0.06232
4685,0.492597,0.06975,0.377,0.045847
4686,0.44376,0.042897,0.363123,0.03774
4687,0.7277,0.086547,0.576563,0.06459
4688,0.399284,0.069507,0.266697,0.06308
4689,0.409814,0.087053,0.292808,0.029953
4690,0.334522,0.065397,0.240991,0.028134
4691,0.345173,0.09213,0.215773,0.03727
4692,0.328077,0.07053,0.196187,0.06136
4693,0.288543,0.06684,0.177333,0.04437
4694,0.398283,0.07003,0.26425,0.064003
4695,0.316224,0.065894,0.211983,0.038347
4696,0.424301,0.071757,0.289904,0.06264
4697,0.447037,0.06982,0.313374,0.063843
4698,0.32679,0.071133,0.19354,0.062117
4699,0.356527,0.091894,0.234473,0.03016
4700,0.2895,0.04781,0.20295,0.03874
4701,0.365977,0.070087,0.250113,0.045777
4702,0.279976,0.089993,0.16018,0.029803
4703,0.339176,0.090693,0.21986,0.028623
4704,0.619937,0.062873,0.493027,0.064037
4705,0.282517,0.06331,0.15555,0.063657
4706,0.267683,0.070507,0.149646,0.04753
4707,0.338086,0.067356,0.23298,0.03775
4708,0.39006,0.070853,0.254797,0.06441
4709,0.45816,0.093477,0.33278,0.031903
4710,0.33765,0.068073,0.226677,0.0429
4711,0.416436,0.075756,0.277073,0.063607
4712,0.305347,0.068244,0.19292,0.044183
4713,0.362784,0.07113,0.228577,0.063077
4714,0.27957,0.064564,0.15236,0.062646
4715,0.315184,0.06821,0.208421,0.038553
4716,0.50937,0.06975,0.372797,0.066823
4717,0.373403,0.067863,0.26116,0.04438
4718,0.460054,0.085563,0.312,0.062491
4719,0.316059,0.068316,0.21022,0.037523
4720,0.347676,0.087703,0.226,0.033973
4721,0.338451,0.09803,0.211534,0.028887
4722,0.477104,0.095264,0.3527,0.02914
4723,0.382116,0.062336,0.25382,0.06596
4724,0.498754,0.08779,0.345904,0.06506
4725,0.314422,0.067686,0.20858,0.038156
4726,0.378657,0.070073,0.245167,0.063417
4727,0.344701,0.063517,0.209337,0.071847
4728,0.325973,0.069446,0.214797,0.04173
4729,0.815844,0.072196,0.681678,0.06197
4730,0.363854,0.06765,0.254214,0.04199
4731,0.428044,0.063456,0.300874,0.063714
4732,0.412767,0.069177,0.2826,0.06099
4733,0.394717,0.066723,0.264187,0.063807
4734,0.340607,0.069303,0.209194,0.06211
4735,0.370912,0.064683,0.243786,0.062443
4736,0.289457,0.066347,0.18563,0.03748
4737,0.49572,0.090407,0.374807,0.030506
4738,0.499604,0.0605,0.408837,0.030267
4739,0.276543,0.08725,0.15307,0.036223
4740,0.33679,0.06645,0.22856,0.04178
4741,0.271873,0.070053,0.154637,0.047183
4742,0.360171,0.06898,0.248824,0.042367
4743,0.298254,0.070373,0.160807,0.067074
4744,0.291734,0.06476,0.163487,0.063487
4745,0.330461,0.088197,0.20267,0.039594
4746,0.307201,0.069511,0.175374,0.062316
4747,0.35192,0.06714,0.24134,0.04344
4748,0.349864,0.069867,0.211347,0.06865
4749,0.438987,0.06729,0.307017,0.06468
4750,0.390253,0.072567,0.254893,0.062793
4751,0.32868,0.067347,0.210173,0.05116
4752,0.429288,0.084544,0.315167,0.029577
4753,0.27903,0.066103,0.14907,0.063857
4754,0.382069,0.06996,0.271923,0.040186
4755,0.431547,0.088817,0.31063,0.0321
4756,0.283257,0.069047,0.185007,0.029203
4757,0.369409,0.070373,0.25008,0.048956
4758,0.309144,0.067304,0.20257,0.03927
4759,0.367865,0.071764,0.232507,0.063594
4760,0.30454,0.067133,0.19983,0.037577
4761,0.46523,0.070367,0.333483,0.06138
4762,0.297471,0.06994,0.165024,0.062507
4763,0.316717,0.067853,0.209597,0.039267
4764,0.313078,0.070427,0.179727,0.062924
4765,0.32434,0.067477,0.21226,0.044603
4766,0.71719,0.070216,0.583821,0.063153
4767,0.370281,0.06784,0.240534,0.061907
4768,0.399886,0.071663,0.267367,0.060856
4769,0.331041,0.067244,0.226877,0.03692
4770,0.38795,0.06971,0.273417,0.044823
4771,0.434478,0.066817,0.305437,0.062224
4772,0.390933,0.070403,0.27466,0.04587
4773,0.385789,0.096953,0.257033,0.031803
4774,0.318647,0.067447,0.21291,0.03829
4775,0.465947,0.053247,0.347853,0.064847
4776,0.433543,0.090526,0.279827,0.06319
4777,0.285152,0.069344,0.178874,0.036934
4778,0.44421,0.06978,0.31162,0.06281
4779,0.348371,0.066874,0.238497,0.043
4780,0.309581,0.088044,0.189234,0.032303
4781,0.285097,0.093027,0.162003,0.030067
4782,0.27559,0.069634,0.175663,0.030293
4783,0.372749,0.072393,0.23475,0.065606
4784,0.345154,0.066083,0.238971,0.0401
4785,0.450396,0.069693,0.318083,0.06262
4786,0.409866,0.067046,0.279157,0.063663
4787,0.462622,0.068853,0.329643,0.064126
4788,0.317153,0.066966,0.21247,0.037717
4789,0.293017,0.087737,0.176227,0.029053
4790,0.327516,0.064533,0.23043,0.032553
4791,0.307506,0.084873,0.19297,0.029663
4792,0.65235,0.093697,0.52941,0.029243
4793,0.407764,0.094607,0.281927,0.03123
4794,0.415087,0.06354,0.31766,0.033887
4795,0.377663,0.08915,0.257563,0.03095
4796,0.400617,0.098097,0.272447,0.030073
4797,0.360587,0.0597,0.2592,0.041687
4798,0.391943,0.057533,0.27185,0.06256
4799,0.413707,0.067876,0.284847,0.060984
4800,0.349344,0.096107,0.190317,0.06292
4801,0.308474,0.06707,0.20349,0.037914
4802,0.441071,0.068797,0.309731,0.062543
4803,0.299233,0.070143,0.190673,0.038417
4804,0.808674,0.070947,0.69251,0.045217
4805,0.314254,0.09384,0.188894,0.03152
4806,0.331047,0.107157,0.18393,0.03996
4807,0.334983,0.086293,0.20538,0.04331
4808,0.349135,0.086251,0.233507,0.029377
4809,0.395191,0.070097,0.293114,0.03198
4810,0.276787,0.05986,0.18832,0.028607
4811,0.228307,0.04757,0.14243,0.038307
4812,0.379139,0.069853,0.247173,0.062113
4813,0.281884,0.06806,0.17396,0.039864
4814,0.382767,0.069757,0.25076,0.06225
4815,0.510857,0.067723,0.368154,0.07498
4816,0.314584,0.086057,0.196601,0.031926
4817,0.346834,0.095457,0.221473,0.029904
4818,0.329391,0.09351,0.195984,0.039897
4819,0.444407,0.068074,0.313436,0.062897
4820,0.412767,0.069817,0.281244,0.061706
4821,0.347747,0.067004,0.2374,0.043343
4822,0.302844,0.07008,0.168657,0.064107
4823,0.322324,0.06688,0.216907,0.038537
4824,0.283287,0.07374,0.146764,0.062783
4825,0.358723,0.069316,0.24437,0.045037
4826,0.340648,0.069607,0.209311,0.06173
4827,0.484185,0.091563,0.360096,0.032526
4828,0.399224,0.09748,0.239251,0.062493
4829,0.37992,0.106464,0.21133,0.062126
4830,0.308617,0.093633,0.18503,0.029954
4831,0.33294,0.09154,0.211023,0.030377
4832,0.32322,0.065693,0.2294,0.028127
4833,0.32258,0.088503,0.203447,0.03063
4834,0.249614,0.04368,0.17567,0.030264
4835,0.370703,0.084013,0.22337,0.06332
4836,0.384663,0.06658,0.256723,0.06136
4837,0.268803,0.08146,0.14468,0.042663
4838,0.491195,0.0825,0.345701,0.062994
4839,0.379184,0.038943,0.279017,0.061224
4840,0.463619,0.082386,0.318026,0.063207
4841,0.277061,0.066297,0.167597,0.043167
4842,0.31158,0.06971,0.17948,0.06239
4843,0.42987,0.10868,0.257434,0.063756
4844,0.32758,0.067643,0.220517,0.03942
4845,0.347996,0.08993,0.227323,0.030743
4846,0.325155,0.065707,0.231231,0.028217
4847,0.44154,0.072066,0.321887,0.047587
4848,0.318857,0.08275,0.198284,0.037823
4849,0.352166,0.069946,0.22053,0.06169
4850,0.286809,0.06733,0.181766,0.037713
4851,0.356854,0.070057,0.221991,0.064806
4852,0.36664,0.08504,0.23824,0.04336
4853,0.48209,0.089457,0.362383,0.03025
4854,0.323723,0.06892,0.22625,0.028553
4855,0.382397,0.071123,0.24804,0.063234
4856,0.31068,0.06851,0.20555,0.03662
4857,0.331696,0.069743,0.19691,0.065043
4858,0.308087,0.070584,0.196363,0.04114
4859,0.348548,0.078427,0.206657,0.063464
4860,0.497093,0.067643,0.365747,0.063703
4861,0.37203,0.063367,0.244713,0.06395
4862,0.285054,0.07244,0.16622,0.046394
4863,0.35986,0.093133,0.236487,0.03024
4864,0.449047,0.09628,0.323963,0.028804
4865,0.328893,0.092883,0.20363,0.03238
4866,0.294868,0.069987,0.195424,0.029457
4867,0.367147,0.091206,0.233314,0.042627
4868,0.25898,0.067407,0.162423,0.02915
4869,0.325041,0.09104,0.205734,0.028267
4870,0.783743,0.09549,0.657713,0.03054
4871,0.386197,0.067863,0.253367,0.064967
4872,0.405325,0.069834,0.273681,0.06181
4873,0.445958,0.067817,0.315767,0.062374
4874,0.331957,0.070097,0.21692,0.04494
4875,0.32168,0.067373,0.211881,0.042426
4876,0.344917,0.069504,0.21371,0.061703
4877,0.324968,0.06733,0.212761,0.044877
4878,0.288432,0.070106,0.169576,0.04875
4879,0.27403,0.070753,0.1718,0.031477
4880,0.345984,0.064013,0.253711,0.02826
4881,0.30692,0.089724,0.186716,0.03048
4882,0.305317,0.096897,0.18055,0.02787
4883,0.359198,0.09312,0.238144,0.027934
4884,0.376797,0.066537,0.267664,0.042596
4885,0.39419,0.069543,0.26175,0.062897
4886,0.341304,0.06989,0.22882,0.042594
4887,0.302923,0.069576,0.183287,0.05006
4888,0.463977,0.095077,0.317377,0.051523
4889,0.329721,0.076157,0.19226,0.061304
4890,0.404851,0.06754,0.300957,0.036354
4891,0.385481,0.087274,0.266447,0.03176
4892,0.689615,0.062767,0.586341,0.040507
4893,0.566597,0.10325,0.398627,0.06472
4894,0.304216,0.06781,0.197606,0.0388
4895,0.3268,0.069484,0.195606,0.06171
4896,0.311798,0.069387,0.205667,0.036744
4897,0.349263,0.087483,0.230037,0.031743
4898,0.425481,0.067857,0.295264,0.06236
4899,0.42485,0.06949,0.311867,0.043493
4900,0.284328,0.061857,0.191544,0.030927
4901,0.36216,0.094163,0.206057,0.06194
4902,0.320834,0.105601,0.15238,0.062853
4903,0.34424,0.06766,0.232077,0.044503
4904,0.558275,0.07241,0.422084,0.063781
4905,0.356176,0.06814,0.240303,0.047733
4906,0.433424,0.072907,0.293127,0.06739
4907,0.319751,0.06688,0.216561,0.03631
4908,0.399774,0.08584,0.249387,0.064547
4909,0.31248,0.06804,0.20533,0.03911
4910,0.288797,0.07206,0.17135,0.045387
4911,0.350912,0.066947,0.237451,0.046514
4912,0.37019,0.070127,0.236717,0.063346
4913,0.313622,0.067336,0.209783,0.036503
4914,0.368981,0.086864,0.220307,0.06181
4915,0.392445,0.066257,0.262271,0.063917
4916,0.504311,0.068367,0.372637,0.063307
4917,0.40142,0.092953,0.278287,0.03018
4918,0.371067,0.092873,0.248114,0.03008
4919,0.46115,0.09738,0.30173,0.06204
4920,0.289343,0.067503,0.18448,0.03736
4921,0.339473,0.069423,0.205657,0.064393
4922,0.352501,0.06687,0.241657,0.043974
4923,0.400088,0.07029,0.283784,0.046014
4924,0.266294,0.06707,0.16089,0.038334
4925,0.545097,0.070311,0.412416,0.06237
4926,0.335853,0.087116,0.211287,0.03745
4927,0.373917,0.06975,0.242877,0.06129
4928,0.41153,0.07587,0.27169,0.06397
4929,0.430761,0.06713,0.301454,0.062177
4930,0.265697,0.071193,0.147537,0.046967
4931,0.279814,0.06651,0.173034,0.04027
4932,0.310546,0.068513,0.19781,0.044223
4933,0.362421,0.089267,0.242797,0.030357
4934,0.37248,0.093017,0.23174,0.047723
4935,0.303023,0.065146,0.20751,0.030367
4936,0.292211,0.087993,0.175934,0.028284
4937,0.450087,0.091777,0.277843,0.080467
4938,0.389382,0.06687,0.259826,0.062686
4939,0.367972,0.069883,0.236973,0.061116
4940,0.447767,0.067043,0.317164,0.06356
4941,0.385156,0.084243,0.237536,0.063377
4942,0.384107,0.06695,0.254697,0.06246
4943,0.313977,0.082007,0.17006,0.06191
4944,0.414929,0.082203,0.269456,0.06327
4945,0.317231,0.09088,0.186791,0.03956
4946,0.340433,0.06901,0.2078,0.063623
4947,0.306821,0.067077,0.198367,0.041377
4948,0.461985,0.069417,0.327851,0.064717
4949,0.424895,0.067644,0.295014,0.062237
4950,0.346579,0.075926,0.23193,0.038723
4951,0.426126,0.100216,0.260687,0.065223
4952,0.45586,0.096057,0.327967,0.031836
4953,0.469187,0.06805,0.365284,0.035853
4954,0.28447,0.06022,0.161593,0.062657
4955,0.413867,0.06823,0.280287,0.06535
4956,0.396901,0.072963,0.259454,0.064484
4957,0.290573,0.06837,0.18407,0.038133
4958,0.32717,0.07043,0.21097,0.04577
4959,0.266003,0.07041,0.15916,0.036433
4960,0.328456,0.070436,0.194567,0.063453
4961,0.436581,0.066547,0.307034,0.063
4962,0.622795,0.069984,0.475351,0.07746
4963,0.344436,0.08338,0.222216,0.03884
4964,0.328737,0.07034,0.19447,0.063927
4965,0.473425,0.067077,0.340481,0.065867
4966,0.41786,0.08573,0.300307,0.031823
4967,0.27966,0.06717,0.17653,0.03596
4968,0.400364,0.07015,0.26743,0.062784
4969,0.309654,0.095127,0.178661,0.035866
4970,0.280383,0.064367,0.186083,0.029933
4971,0.292813,0.086303,0.17574,0.03077
4972,0.353606,0.04438,0.24639,0.062836
4973,0.394451,0.071427,0.26087,0.062154
4974,0.35054,0.082883,0.2231,0.044557
4975,0.355051,0.071803,0.220997,0.062251
4976,0.421253,0.066567,0.293163,0.061523
4977,0.323173,0.088473,0.20369,0.03101
4978,0.349584,0.092323,0.229714,0.027547
4979,0.32442,0.067936,0.212207,0.044277
4980,0.392711,0.069817,0.260717,0.062177
4981,0.278343,0.06877,0.171,0.038573
4982,0.435753,0.069583,0.30272,0.06345
4983,0.316257,0.06889,0.197597,0.04977
4984,0.346047,0.07037,0.212277,0.0634
4985,0.601931,0.105237,0.433461,0.063233
4986,0.380014,0.06728,0.252201,0.060533
4987,0.27558,0.083097,0.155687,0.036796
4988,0.336864,0.09358,0.214077,0.029207
4989,0.54223,0.094543,0.414937,0.03275
4990,0.36517,0.098943,0.23789,0.028337
4991,0.734303,0.09439,0.60721,0.032703
4992,0.296881,0.061944,0.20641,0.028527
4993,0.357563,0.084893,0.240743,0.031927
4994,0.564307,0.065207,0.434923,0.064177
4995,0.384407,0.06796,0.25288,0.063567
4996,0.537687,0.06981,0.404826,0.063051
4997,0.463414,0.06677,0.33293,0.063714
4998,0.33932,0.07239,0.205083,0.061847
4999,0.381836,0.0673,0.271333,0.043203
5000,0.351825,0.080993,0.206426,0.064406
5001,0.29278,0.066666,0.183164,0.04295
5002,0.331821,0.101437,0.199107,0.031277
5003,0.26472,0.066054,0.170603,0.028063
5004,0.325701,0.060657,0.216074,0.04897
5005,0.329607,0.090683,0.206147,0.032777
5006,0.480171,0.094627,0.35539,0.030154
5007,0.432854,0.085617,0.274407,0.07283
5008,0.549585,0.069594,0.416044,0.063947
5009,0.742257,0.066817,0.612734,0.062706
5010,0.346807,0.08456,0.200277,0.06197
5011,0.342966,0.067353,0.22871,0.046903
5012,0.388484,0.07171,0.25589,0.060884
5013,0.297703,0.066693,0.1864,0.04461
5014,0.332447,0.070004,0.199763,0.06268
5015,0.50953,0.09854,0.34783,0.06316
5016,0.342778,0.066634,0.240271,0.035873
5017,0.307004,0.08945,0.187737,0.029817
5018,0.49606,0.062726,0.399224,0.03411
5019,0.358626,0.087416,0.24068,0.03053
5020,0.334596,0.07997,0.21709,0.037536
5021,0.544221,0.08835,0.426911,0.02896
5022,0.303371,0.067934,0.205337,0.0301
5023,0.570297,0.09057,0.445664,0.034063
5024,0.368257,0.074277,0.232547,0.061433
5025,0.410018,0.06849,0.280074,0.061454
5026,0.299961,0.068974,0.16738,0.063607
5027,0.332669,0.06671,0.225873,0.040086
5028,0.320604,0.071844,0.20448,0.04428
5029,0.276364,0.067227,0.173417,0.03572
5030,0.316756,0.06927,0.186893,0.060593
5031,0.295996,0.066376,0.18877,0.04085
5032,0.377137,0.07128,0.242753,0.063104
5033,0.365024,0.062517,0.240131,0.062376
5034,0.599364,0.06697,0.447837,0.084557
5035,0.362327,0.069846,0.228754,0.063727
5036,0.30306,0.066863,0.199584,0.036613
5037,0.307364,0.068964,0.173886,0.064514
5038,0.28411,0.067774,0.179156,0.03718
5039,0.38089,0.07149,0.261417,0.047983
5040,0.315137,0.071053,0.212834,0.03125
5041,0.305829,0.069623,0.186963,0.049243
5042,0.352547,0.052384,0.23617,0.063993
5043,0.42492,0.06922,0.291983,0.063717
5044,0.339429,0.076053,0.21955,0.043826
5045,0.318388,0.06999,0.166911,0.081487
5046,0.441824,0.077747,0.327577,0.0365
5047,0.296391,0.090303,0.175384,0.030704
5048,0.292057,0.061757,0.199074,0.031226
5049,0.36404,0.091613,0.209557,0.06287
5050,0.38617,0.06976,0.25469,0.06172
5051,0.32395,0.057816,0.201371,0.064763
5052,0.47145,0.072417,0.33623,0.062803
5053,0.417591,0.0681,0.269174,0.080317
5054,0.38098,0.07029,0.24604,0.06465
5055,0.40607,0.076207,0.265733,0.06413
5056,0.386416,0.074256,0.249997,0.062163
5057,0.6172,0.093247,0.4943,0.029653
5058,0.273844,0.071287,0.153364,0.049193
5059,0.30015,0.08771,0.18063,0.03181
5060,0.719597,0.095136,0.594121,0.03034
5061,0.316131,0.066787,0.214047,0.035297
5062,0.47816,0.089563,0.358854,0.029743
5063,0.304615,0.066394,0.209781,0.02844
5064,0.334576,0.059813,0.210033,0.06473
5065,0.369772,0.067023,0.239116,0.063633
5066,0.783598,0.071667,0.648814,0.063117
5067,0.499227,0.06706,0.368064,0.064103
5068,0.362785,0.070107,0.229484,0.063194
5069,0.31038,0.067547,0.20604,0.036793
5070,0.334183,0.070333,0.199693,0.064157
5071,0.425967,0.093577,0.30111,0.03128
5072,0.40317,0.071147,0.270687,0.061336
5073,0.328074,0.067223,0.21902,0.041831
5074,0.47213,0.091467,0.327443,0.05322
5075,0.383231,0.092557,0.258977,0.031697
5076,0.367341,0.092527,0.243671,0.031143
5077,0.372207,0.06993,0.25505,0.047227
5078,0.317341,0.069067,0.185417,0.062857
5079,0.307424,0.069034,0.195963,0.042427
5080,0.492074,0.071916,0.372814,0.047344
5081,0.437504,0.06442,0.311224,0.06186
5082,0.399619,0.067406,0.269283,0.06293
5083,0.267866,0.069986,0.149954,0.047926
5084,0.391253,0.067907,0.259333,0.064013
5085,0.52896,0.08666,0.37968,0.06262
5086,0.331798,0.067507,0.219804,0.044487
5087,0.45029,0.06998,0.334644,0.045666
5088,0.295113,0.095373,0.170073,0.029667
5089,0.429893,0.097043,0.30144,0.03141
5090,0.416004,0.068507,0.283387,0.06411
5091,0.651869,0.086876,0.532476,0.032517
5092,0.405924,0.093374,0.281767,0.030783
5093,0.373742,0.06802,0.261216,0.044506
5094,0.313079,0.070376,0.18045,0.062253
5095,0.353234,0.071453,0.238277,0.043504
5096,0.320499,0.071113,0.187296,0.06209
5097,0.273453,0.06752,0.168593,0.03734
5098,0.381344,0.069721,0.249283,0.06234
5099,0.368286,0.08846,0.236633,0.043193
5100,0.339461,0.083941,0.19332,0.0622
5101,0.350626,0.06779,0.239206,0.04363
5102,0.364658,0.070247,0.227254,0.067157
5103,0.406928,0.06745,0.276754,0.062724
5104,0.472571,0.070753,0.337811,0.064007
5105,0.254683,0.067113,0.156373,0.031197
5106,0.302433,0.08658,0.18689,0.028963
5107,0.354351,0.09439,0.228434,0.031527
5108,0.33734,0.067297,0.231147,0.038896
5109,0.373097,0.087437,0.25027,0.03539
5110,0.341104,0.067763,0.245077,0.028264
5111,0.369616,0.084473,0.255997,0.029146
5112,0.252997,0.0876,0.136177,0.02922
5113,0.32678,0.0706,0.190433,0.065747
5114,0.514569,0.066686,0.38545,0.062433
5115,0.294828,0.069434,0.161617,0.063777
5116,0.43611,0.067173,0.3252,0.043737
5117,0.540716,0.070483,0.407877,0.062356
5118,0.617823,0.068956,0.484544,0.064323
5119,0.353228,0.071151,0.220854,0.061223
5120,0.32967,0.0852,0.200287,0.044183
5121,0.308743,0.069306,0.17651,0.062927
5122,0.302591,0.066787,0.197317,0.038487
5123,0.310373,0.07175,0.159507,0.079116
5124,0.336343,0.068823,0.22601,0.04151
5125,0.390714,0.05902,0.266363,0.065331
5126,0.322386,0.067173,0.21437,0.040843
5127,0.313958,0.084704,0.198777,0.030477
5128,0.310597,0.06046,0.216037,0.0341
5129,0.328613,0.069637,0.21511,0.043866
5130,0.321264,0.066197,0.21097,0.044097
5131,0.373204,0.06838,0.243097,0.061727
5132,0.49591,0.067417,0.36463,0.063863
5133,0.805974,0.06951,0.676317,0.060147
5134,0.445613,0.067077,0.314993,0.063543
5135,0.738604,0.069763,0.605754,0.063087
5136,0.284513,0.066793,0.178957,0.038763
5137,0.26867,0.06943,0.154594,0.044646
5138,0.578854,0.074694,0.44073,0.06343
5139,0.427827,0.069624,0.294746,0.063457
5140,0.303091,0.0688,0.196334,0.037957
5141,0.345661,0.088217,0.198397,0.059047
5142,0.374693,0.094043,0.24828,0.03237
5143,0.262821,0.06421,0.167447,0.031164
5144,0.581117,0.093566,0.437074,0.050477
5145,0.335283,0.063043,0.208627,0.063613
5146,0.391229,0.081916,0.247373,0.06194
5147,0.316814,0.068727,0.208154,0.039933
5148,0.357983,0.070156,0.224457,0.06337
5149,0.31206,0.069776,0.1974,0.044884
5150,0.279289,0.069113,0.171846,0.03833
5151,0.418853,0.0623,0.29104,0.065513
5152,0.419457,0.06785,0.284164,0.067443
5153,0.33155,0.070127,0.1986,0.062823
5154,0.336393,0.06871,0.224837,0.042846
5155,0.684477,0.091017,0.52817,0.06529
5156,0.294151,0.068291,0.167834,0.058026
5157,0.415857,0.09492,0.29025,0.030687
5158,0.283007,0.095027,0.158737,0.029243
5159,0.259043,0.067003,0.163683,0.028357
5160,0.376059,0.071216,0.241397,0.063446
5161,0.28719,0.06729,0.181747,0.038153
5162,0.499377,0.08862,0.379757,0.031
5163,0.289214,0.06791,0.19248,0.028824
5164,0.330008,0.088934,0.209487,0.031587
5165,0.271324,0.06816,0.164134,0.03903
5166,0.293981,0.070437,0.16064,0.062904
5167,0.655626,0.067653,0.525077,0.062896
5168,0.342648,0.070073,0.211111,0.061464
5169,0.341591,0.069254,0.228797,0.04354
5170,0.343456,0.068516,0.210617,0.064323
5171,0.266864,0.065977,0.16435,0.036537
5172,0.323224,0.07207,0.189894,0.06126
5173,0.266731,0.081487,0.149684,0.03556
5174,0.384018,0.069587,0.252064,0.062367
5175,0.292076,0.066513,0.187423,0.03814
5176,0.537981,0.087257,0.421504,0.02922
5177,0.422941,0.094254,0.298043,0.030644
5178,0.681451,0.06746,0.550597,0.063394
5179,0.56184,0.06889,0.44257,0.05038
5180,0.375387,0.093827,0.244763,0.036797
5181,0.384516,0.067096,0.271174,0.046246
5182,0.307385,0.069664,0.173157,0.064564
5183,0.278699,0.067346,0.174747,0.036606
5184,0.54852,0.069623,0.415257,0.06364
5185,0.301738,0.067307,0.198237,0.036194
5186,0.364844,0.05905,0.242907,0.062887
5187,0.36298,0.066983,0.249764,0.046233
5188,0.31519,0.07002,0.182177,0.062993
5189,0.391205,0.068934,0.258154,0.064117
