Target device: xilinx_u50_gen3x16_xdma_base_5-0
timestamp,12v_aux_curr,12v_aux_vol,12v_pex_curr,12v_pex_vol,vccint_curr,vccint_vol,3v3_pex_curr,3v3_pex_vol,cage_temp0,cage_temp1,cage_temp2,cage_temp3,dimm_temp0,dimm_temp1,dimm_temp2,dimm_temp3,fan_temp,fpga_temp,hbm_temp,se98_temp0,se98_temp1,se98_temp2,vccint_temp,fan_rpm
9357.37,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
9396.54,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
9435.4,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
9474.31,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
9515.25,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
9554.22,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
9593.07,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
9631.79,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
9670.59,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
9709.31,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
9748.16,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
9786.98,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
9825.94,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
9865.01,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
9903.53,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
9942.43,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
9981.31,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
10020,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
10058.8,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
10097.4,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
10136.2,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
10175.3,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
10214.1,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
10253,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
10291.7,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
10330.5,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
10383.3,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
10435.3,0,0,1590,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
10486.8,0,0,1590,12010,9100,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
10540.7,0,0,1590,12010,9100,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
10592.2,0,0,1590,12010,9100,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
10643.7,0,0,1590,12010,9100,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
10695.9,0,0,1590,12010,9100,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
10747.7,0,0,1590,12010,9100,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
10799.1,0,0,1590,12010,9100,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
10850.8,0,0,1590,12010,9100,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
10902.7,0,0,1590,12010,9100,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
10954.4,0,0,1590,12010,9100,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
11006,0,0,1590,12010,9100,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
11057.6,0,0,1590,12010,9100,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
11109,0,0,1590,12010,9100,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
11160.2,0,0,1590,12010,9100,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
11211.5,0,0,1590,12010,9100,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
11262.8,0,0,1590,12010,9100,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
11314.4,0,0,1590,12010,9100,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
11365.9,0,0,1590,12010,9100,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
11418.6,0,0,1590,12010,9100,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
11470,0,0,1590,12010,9100,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
11522.5,0,0,1592,12010,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
11574.3,0,0,1592,12010,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
11625.7,0,0,1592,12010,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
11677.3,0,0,1592,12010,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
11728.8,0,0,1592,12010,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
11780.3,0,0,1592,12010,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
11831.9,0,0,1592,12010,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
11883.1,0,0,1592,12010,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
11934.4,0,0,1592,12010,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
11985.9,0,0,1592,12010,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
12038.4,0,0,1592,12010,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
12090.1,0,0,1592,12010,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
12141.9,0,0,1592,12010,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
12193.1,0,0,1592,12010,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
12245.4,0,0,1592,12010,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
12296.9,0,0,1592,12010,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
12348.3,0,0,1592,12010,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
12399.6,0,0,1592,12010,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
12452.4,0,0,1592,12010,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
12504.2,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
12558.1,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
12596.9,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
12635.5,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
12674.5,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
12713.7,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
12752.8,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
12791.3,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
12830.3,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
12869,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
12907.5,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
12946.3,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
12985,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
13023.5,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
13062.8,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
13102.4,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
13142.1,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
13181.1,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
13220.1,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
13259.1,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
13299.5,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
13338.9,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
13378,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
13416.9,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
13457.6,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
13496.8,0,0,1590,12010,9000,849,580,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
13535.7,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
13578.5,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
13619.7,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
13664.5,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
13708,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
13751.3,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
13794.2,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
13837.2,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
13881.3,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
13925.2,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
13969.4,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
14013.7,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
14057,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
14100.6,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
14144,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
14187.2,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
14230.5,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
14274.2,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
14318.3,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
14362.8,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
14407.1,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
14451.1,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
14498.6,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
14544.3,0,0,1592,12010,9000,849,574,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
14592.7,0,0,1592,12010,9000,849,574,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
14638.4,0,0,1592,12010,9000,849,574,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
14684.1,0,0,1592,12010,9000,849,574,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
14729.4,0,0,1592,12010,9000,849,574,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
14775,0,0,1592,12010,9000,849,574,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
14820.4,0,0,1592,12010,9000,849,574,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
14865.9,0,0,1592,12010,9000,849,574,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
14911.5,0,0,1592,12010,9000,849,574,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
14957.2,0,0,1592,12010,9000,849,574,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
15002.4,0,0,1592,12010,9000,849,574,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
15047.9,0,0,1592,12010,9000,849,574,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
15093.6,0,0,1592,12010,9000,849,574,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
15139.1,0,0,1592,12010,9000,849,574,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
15184.8,0,0,1592,12010,9000,849,574,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
15230.4,0,0,1592,12010,9000,849,574,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
15276.1,0,0,1592,12010,9000,849,574,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
15321.7,0,0,1592,12010,9000,849,574,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
15367.2,0,0,1592,12010,9000,849,574,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
15412.7,0,0,1592,12010,9000,849,574,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
15458,0,0,1592,12010,9000,849,574,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
15504.6,0,0,1592,12010,9000,849,574,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
15549.9,0,0,1592,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
15596.5,0,0,1592,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
15642.1,0,0,1592,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
15688.1,0,0,1592,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
15733.3,0,0,1592,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
15778.5,0,0,1592,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
15824.3,0,0,1592,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
15869.6,0,0,1592,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
15914.9,0,0,1592,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
15960.1,0,0,1592,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
16005.3,0,0,1592,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
16050,0,0,1592,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
16095.3,0,0,1592,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
16140.5,0,0,1592,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
16186.4,0,0,1592,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
16232.2,0,0,1592,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
16277.9,0,0,1592,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
16323.5,0,0,1592,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
16369.2,0,0,1592,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
16414.5,0,0,1592,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
16459.3,0,0,1592,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
16505.4,0,0,1592,12010,9100,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,47,45,0,57,0,
16549.9,0,0,1592,12012,9000,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
16596.1,0,0,1592,12012,9000,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
16641.6,0,0,1592,12012,9000,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
16685.8,0,0,1592,12012,9000,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
16730.1,0,0,1592,12012,9000,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
16774.4,0,0,1592,12012,9000,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
16818.7,0,0,1592,12012,9000,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
16862.4,0,0,1592,12012,9000,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
16905.5,0,0,1592,12012,9000,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
16949,0,0,1592,12012,9000,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
16992.2,0,0,1592,12012,9000,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
17035.3,0,0,1592,12012,9000,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
17079,0,0,1592,12012,9000,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
17122.7,0,0,1592,12012,9000,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
17166.1,0,0,1592,12012,9000,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
17209.5,0,0,1592,12012,9000,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
17252.6,0,0,1592,12012,9000,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
17295.8,0,0,1592,12012,9000,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
17338.7,0,0,1592,12012,9000,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
17381.7,0,0,1592,12012,9000,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
17425.8,0,0,1592,12012,9000,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
17470.3,0,0,1592,12012,9000,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
17515.9,0,0,1592,12012,9000,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
17560.3,0,0,1590,12012,9100,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
17606.4,0,0,1590,12012,9100,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
17650.7,0,0,1590,12012,9100,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
17695.1,0,0,1590,12012,9100,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
17739.7,0,0,1590,12012,9100,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
17783.8,0,0,1590,12012,9100,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
17828.5,0,0,1590,12012,9100,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
17872.7,0,0,1590,12012,9100,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
17917.2,0,0,1590,12012,9100,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
17961.1,0,0,1590,12012,9100,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
18005.8,0,0,1590,12012,9100,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
18050.4,0,0,1590,12012,9100,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
18094.8,0,0,1590,12012,9100,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
18139,0,0,1590,12012,9100,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
18183.4,0,0,1590,12012,9100,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
18227.6,0,0,1590,12012,9100,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
18272,0,0,1590,12012,9100,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
18316.1,0,0,1590,12012,9100,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
18360.2,0,0,1590,12012,9100,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
18404.3,0,0,1590,12012,9100,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
18448.6,0,0,1590,12012,9100,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
18492.8,0,0,1590,12012,9100,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
18538.4,0,0,1590,12012,9100,849,579,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
18583.9,0,0,1590,12012,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
18629.5,0,0,1590,12012,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
18674,0,0,1590,12012,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
18718.4,0,0,1590,12012,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
18762.9,0,0,1590,12012,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
18807.1,0,0,1590,12012,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
18851.5,0,0,1590,12012,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
18895.6,0,0,1590,12012,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
18939.8,0,0,1590,12012,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
18984,0,0,1590,12012,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
19028.3,0,0,1590,12012,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
19072.3,0,0,1590,12012,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
19116.7,0,0,1590,12012,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
19160.9,0,0,1590,12012,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
19205,0,0,1590,12012,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
19249.1,0,0,1590,12012,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
19293.3,0,0,1590,12012,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
19337.5,0,0,1590,12012,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
19381.4,0,0,1590,12012,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
19425.5,0,0,1590,12012,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
19469.7,0,0,1590,12012,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
19514.1,0,0,1590,12012,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
19559.5,0,0,1590,12012,9000,849,575,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
19603.9,0,0,1592,12010,9000,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
19649.8,0,0,1592,12010,9000,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
19693.7,0,0,1592,12010,9000,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
19737.6,0,0,1592,12010,9000,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
19781.7,0,0,1592,12010,9000,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
19826.2,0,0,1592,12010,9000,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
19870.6,0,0,1592,12010,9000,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
19914.7,0,0,1592,12010,9000,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
19958.7,0,0,1592,12010,9000,849,577,3347,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
