Target device: xilinx_u50_gen3x16_xdma_base_5-0
timestamp,12v_aux_curr,12v_aux_vol,12v_pex_curr,12v_pex_vol,vccint_curr,vccint_vol,3v3_pex_curr,3v3_pex_vol,cage_temp0,cage_temp1,cage_temp2,cage_temp3,dimm_temp0,dimm_temp1,dimm_temp2,dimm_temp3,fan_temp,fpga_temp,hbm_temp,se98_temp0,se98_temp1,se98_temp2,vccint_temp,fan_rpm
8421.53,0,0,1592,12012,9000,849,577,3345,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
8459.88,0,0,1592,12012,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
8500.88,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
8539.77,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
8578.64,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
8617.59,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
8656.47,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
8695.13,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
8733.96,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
8772.7,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
8811.21,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
8850.19,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
8889.21,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
8928.14,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
8966.55,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
9005.58,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
9044.65,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
9083.37,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
9122.21,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
9161.22,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
9199.78,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
9238.77,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
9278.18,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
9317.03,0,0,1590,12010,9000,849,578,3348,0,0,0,0,0,0,0,0,0,64,59,46,45,0,57,0,
