backend,batch_size,batches,graphs,compute_mean_ms_per_graph,compute_p50_ms_per_graph,compute_p99_ms_per_graph,transfer_mean_ms_per_graph,e2e_mean_ms_per_graph,e2e_p50_ms_per_graph,e2e_p99_ms_per_graph,graph_mean_ms_per_graph,forward_mean_ms_per_graph,throughput_mean_graphs_per_s,throughput_p50_graphs_per_s,throughput_p99_graphs_per_s,nodes_per_s_mean
gpu_eager,1,16378,16378,1.509782894376776,1.506496012210846,1.61053533911705,0.07516377189729234,1.5849466662740683,1.5818559844046831,1.6866854057833551,0.29167077665524627,1.2723619157118826,631.1036594706391,632.1688003578536,637.546905679039,24032.32810559028
