backend,batch_size,graphs_in_batch,sample,N_total,E_total,h2d_ms,prep_ms,graph_ms,forward_ms,d2h_ms,compute_ms,transfer_ms,e2e_ms,compute_ms_per_graph,transfer_ms_per_graph,e2e_ms_per_graph,graphs_per_s,nodes_per_s
gpu_eager,1,1,10,43,262,0.0339200012385845,0.2375680059194564,0.2916800081729889,1.2974079847335815,0.0434879995882511,1.534975990653038,0.0774080008268356,1.6123839914798737,1.534975990653038,0.0774080008268356,1.6123839914798737,620.1996579500785,26668.58529185338
gpu_eager,1,1,11,32,98,0.0337920002639293,0.2374400049448013,0.3010559976100921,1.2799999713897705,0.0411840006709098,1.5174399763345718,0.0749760009348392,1.592415977269411,1.5174399763345718,0.0749760009348392,1.592415977269411,627.9766180911762,20095.25177891764
gpu_eager,1,1,12,22,118,0.0347199998795986,0.2367040067911148,0.3000319898128509,1.2789759635925293,0.0411840006709098,1.515679970383644,0.0759040005505085,1.5915839709341526,1.515679970383644,0.0759040005505085,1.5915839709341526,628.3048951624382,13822.707693573642
gpu_eager,1,1,13,40,218,0.0342399999499321,0.2467840015888214,0.2949120104312897,1.2821439504623413,0.0460480004549026,1.5289279520511627,0.0802880004048347,1.6092159524559977,1.5289279520511627,0.0802880004048347,1.6092159524559977,621.4206356044336,24856.825424177343
gpu_eager,1,1,14,32,104,0.0342399999499321,0.2385279983282089,0.2879039943218231,1.2840960025787354,0.0476160012185573,1.5226240009069445,0.0818560011684894,1.6044800020754335,1.5226240009069445,0.0818560011684894,1.6044800020754335,623.2548855121134,19944.15633638763
gpu_eager,1,1,15,36,230,0.034655999392271,0.2366079986095428,0.2938880026340484,1.282047986984253,0.0418240018188953,1.5186559855937958,0.0764800012111663,1.5951359868049622,1.5186559855937958,0.0764800012111663,1.5951359868049622,626.9057987983757,22568.608756741523
gpu_eager,1,1,16,38,268,0.0355199985206127,0.2365439981222152,0.2897599935531616,1.2881920337677002,0.041567999869585,1.5247360318899157,0.0770879983901977,1.6018240302801132,1.5247360318899157,0.0770879983901977,1.6018240302801132,624.2882995238426,23722.955381906017
gpu_eager,1,1,17,22,80,0.0333440005779266,0.2355200052261352,0.2959359884262085,1.2831679582595823,0.0415359996259212,1.5186879634857178,0.0748800002038478,1.5935679636895657,1.5186879634857178,0.0748800002038478,1.5935679636895657,627.5226553153805,13805.49841693837
gpu_eager,1,1,18,32,162,0.0339520014822483,0.234495997428894,0.2979840040206909,1.2828160524368286,0.0424319989979267,1.5173120498657229,0.076384000480175,1.5936960503458977,1.5173120498657229,0.076384000480175,1.5936960503458977,627.4722208058173,20079.111065786157
gpu_eager,1,1,19,34,130,0.0348160006105899,0.241919994354248,0.2919040024280548,1.2768319845199585,0.0412480011582374,1.5187519788742063,0.0760640017688274,1.594815980643034,1.5187519788742063,0.0760640017688274,1.594815980643034,627.03158993729,21319.07405786786
gpu_eager,1,1,20,36,152,0.0337600000202655,0.2456000000238418,0.2908160090446472,1.2832319736480713,0.0405759997665882,1.5288319736719131,0.0743359997868537,1.603167973458767,1.5288319736719131,0.0743359997868537,1.603167973458767,623.764955734827,22455.53840645377
gpu_eager,1,1,21,45,272,0.0388800017535686,0.2375680059194564,0.2928639948368072,1.2769279479980469,0.0433919988572597,1.5144959539175034,0.0822720006108284,1.5967679545283318,1.5144959539175034,0.0822720006108284,1.5967679545283318,626.265073246281,28181.92829608265
